subject,predicate,object
70,POS3gram,NOUN-NOUN-NOUN:1
70,POS3gram,NOUN-NOUN-ADV:1
70,POS3gram,NOUN-ADV-NOUN:1
70,의존트리깊이,0.0
71,어휘다양성,0.9375
71,오타율,0.9375
71,수동태사용,0
71,정중체사용,0
71,구어체종결어미,0
71,접속사과다,0
71,의문문사용,0
71,감탄문사용,0
71,POS3gram,ADJ-ADV-ADV:1
71,POS3gram,ADV-ADV-NOUN:1
71,POS3gram,ADV-NOUN-VERB:1
71,의존트리깊이,0.0
72,어휘다양성,0.9091
72,오타율,0.8636
72,수동태사용,0
72,정중체사용,0
72,구어체종결어미,0
72,접속사과다,1
72,의문문사용,0
72,감탄문사용,0
72,POS3gram,NOUN-NOUN-NOUN:2
72,POS3gram,NOUN-PUNCT-NOUN:2
72,POS3gram,NOUN-NOUN-PUNCT:1
72,의존트리깊이,0.0
73,어휘다양성,1.0
73,오타율,0.7857
73,수동태사용,0
73,정중체사용,0
73,구어체종결어미,0
73,접속사과다,0
73,의문문사용,0
73,감탄문사용,0
73,POS3gram,NOUN-NOUN-NOUN:2
73,POS3gram,PRON-NOUN-NOUN:1
73,POS3gram,NOUN-NOUN-ADV:1
73,의존트리깊이,0.0
74,어휘다양성,0.9333
74,오타율,0.9
74,수동태사용,0
74,정중체사용,0
74,구어체종결어미,0
74,접속사과다,0
74,의문문사용,0
74,감탄문사용,0
74,POS3gram,NOUN-NOUN-NOUN:3
74,POS3gram,VERB-NOUN-PUNCT:2
74,POS3gram,NOUN-PUNCT-NOUN:2
74,의존트리깊이,0.0
75,어휘다양성,0.9444
75,오타율,0.8889
75,수동태사용,0
75,정중체사용,0
75,구어체종결어미,0
75,접속사과다,0
75,의문문사용,0
75,감탄문사용,0
75,POS3gram,NOUN-NOUN-NOUN:4
75,POS3gram,ADV-NOUN-NOUN:1
75,POS3gram,NOUN-NOUN-VERB:1
75,의존트리깊이,0.0
76,어휘다양성,1.0
76,오타율,1.0
76,수동태사용,0
76,정중체사용,0
76,구어체종결어미,0
76,접속사과다,0
76,의문문사용,0
76,감탄문사용,0
76,POS3gram,CCONJ-NOUN-VERB:1
76,POS3gram,NOUN-VERB-NOUN:1
76,POS3gram,VERB-NOUN-SCONJ:1
76,의존트리깊이,0.0
77,어휘다양성,1.0
77,오타율,1.0
77,수동태사용,0
77,정중체사용,0
77,구어체종결어미,0
77,접속사과다,0
77,의문문사용,0
77,감탄문사용,0
77,POS3gram,ADV-NOUN-VERB:1
77,POS3gram,NOUN-VERB-NOUN:1
77,POS3gram,VERB-NOUN-NOUN:1
77,의존트리깊이,0.0
78,어휘다양성,0.9167
78,오타율,0.8889
78,수동태사용,0
78,정중체사용,0
78,구어체종결어미,0
78,접속사과다,0
78,의문문사용,0
78,감탄문사용,0
78,POS3gram,NOUN-NOUN-NOUN:5
78,POS3gram,SCONJ-NOUN-NOUN:2
78,POS3gram,NOUN-ADV-VERB:2
78,의존트리깊이,0.0
79,어휘다양성,0.913
79,오타율,0.8696
79,수동태사용,0
79,정중체사용,0
79,구어체종결어미,0
79,접속사과다,0
79,의문문사용,0
79,감탄문사용,0
79,POS3gram,NOUN-SCONJ-PUNCT:1
79,POS3gram,SCONJ-PUNCT-CCONJ:1
79,POS3gram,PUNCT-CCONJ-CCONJ:1
79,의존트리깊이,0.0
80,어휘다양성,0.871
80,오타율,0.8387
80,수동태사용,0
80,정중체사용,0
80,구어체종결어미,0
80,접속사과다,0
80,의문문사용,0
80,감탄문사용,0
80,POS3gram,PUNCT-PROPN-PUNCT:2
80,POS3gram,PROPN-PUNCT-PROPN:2
80,POS3gram,CCONJ-PUNCT-PROPN:1
80,의존트리깊이,0.0
81,어휘다양성,1.0
81,오타율,1.0
81,수동태사용,0
81,정중체사용,0
81,구어체종결어미,0
81,접속사과다,0
81,의문문사용,0
81,감탄문사용,0
81,POS3gram,CCONJ-NOUN-ADV:1
81,POS3gram,NOUN-ADV-VERB:1
81,POS3gram,ADV-VERB-NOUN:1
81,의존트리깊이,0.0
82,어휘다양성,1.0
82,오타율,1.0
82,수동태사용,0
82,정중체사용,0
82,구어체종결어미,0
82,접속사과다,0
82,의문문사용,0
82,감탄문사용,0
82,POS3gram,NOUN-CCONJ-NOUN:1
82,POS3gram,CCONJ-NOUN-NOUN:1
82,POS3gram,NOUN-NOUN-VERB:1
82,의존트리깊이,0.0
83,어휘다양성,1.0
83,오타율,0.6
83,수동태사용,0
83,정중체사용,0
83,구어체종결어미,0
83,접속사과다,0
83,의문문사용,0
83,감탄문사용,0
83,POS3gram,CCONJ-NOUN-VERB:1
83,POS3gram,NOUN-VERB-ADV:1
83,POS3gram,VERB-ADV-VERB:1
83,의존트리깊이,0.0
84,어휘다양성,1.0
84,오타율,0.9375
84,수동태사용,0
84,정중체사용,0
84,구어체종결어미,0
84,접속사과다,0
84,의문문사용,0
84,감탄문사용,0
84,POS3gram,NOUN-NOUN-NOUN:6
84,POS3gram,NOUN-NOUN-SCONJ:2
84,POS3gram,ADV-NOUN-NOUN:1
84,의존트리깊이,0.0
85,어휘다양성,0.9474
85,오타율,0.8947
85,수동태사용,0
85,정중체사용,0
85,구어체종결어미,0
85,접속사과다,0
85,의문문사용,0
85,감탄문사용,0
85,POS3gram,NOUN-NOUN-NOUN:2
85,POS3gram,NOUN-NOUN-CCONJ:1
85,POS3gram,NOUN-CCONJ-NOUN:1
85,의존트리깊이,0.0
86,어휘다양성,0.85
86,오타율,0.75
86,수동태사용,0
86,정중체사용,0
86,구어체종결어미,0
86,접속사과다,0
86,의문문사용,0
86,감탄문사용,0
86,POS3gram,PUNCT-NOUN-PUNCT:4
86,POS3gram,NOUN-NOUN-ADV:2
86,POS3gram,NOUN-ADV-ADJ:2
86,의존트리깊이,0.0
87,어휘다양성,1.0
87,오타율,0.7895
87,수동태사용,0
87,정중체사용,0
87,구어체종결어미,0
87,접속사과다,0
87,의문문사용,0
87,감탄문사용,0
87,POS3gram,NOUN-NOUN-NUM:1
87,POS3gram,NOUN-NUM-NOUN:1
87,POS3gram,NUM-NOUN-NOUN:1
87,의존트리깊이,0.0
88,어휘다양성,1.0
88,오타율,1.0
88,수동태사용,0
88,정중체사용,0
88,구어체종결어미,0
88,접속사과다,0
88,의문문사용,0
88,감탄문사용,0
88,POS3gram,NOUN-NOUN-ADV:2
88,POS3gram,NOUN-SCONJ-PROPN:1
88,POS3gram,SCONJ-PROPN-NOUN:1
88,의존트리깊이,0.0
89,어휘다양성,1.0
89,오타율,0.9167
89,수동태사용,0
89,정중체사용,0
89,구어체종결어미,0
89,접속사과다,0
89,의문문사용,0
89,감탄문사용,0
89,POS3gram,DET-NOUN-ADV:1
89,POS3gram,NOUN-ADV-SCONJ:1
89,POS3gram,ADV-SCONJ-PUNCT:1
89,의존트리깊이,0.0
90,어휘다양성,0.8571
90,오타율,0.8571
90,수동태사용,0
90,정중체사용,0
90,구어체종결어미,0
90,접속사과다,0
90,의문문사용,0
90,감탄문사용,0
90,POS3gram,NOUN-NOUN-NOUN:5
90,POS3gram,CCONJ-NOUN-NOUN:1
90,POS3gram,NOUN-NOUN-ADJ:1
90,의존트리깊이,0.0
91,어휘다양성,1.0
91,오타율,0.9231
91,수동태사용,0
91,정중체사용,0
91,구어체종결어미,0
91,접속사과다,0
91,의문문사용,0
91,감탄문사용,0
91,POS3gram,PROPN-VERB-NOUN:1
91,POS3gram,VERB-NOUN-VERB:1
91,POS3gram,NOUN-VERB-PROPN:1
91,의존트리깊이,0.0
92,어휘다양성,0.96
92,오타율,0.88
92,수동태사용,0
92,정중체사용,0
92,구어체종결어미,0
92,접속사과다,0
92,의문문사용,0
92,감탄문사용,0
92,POS3gram,ADV-VERB-ADV:2
92,POS3gram,NOUN-NOUN-NOUN:1
92,POS3gram,NOUN-NOUN-ADV:1
92,의존트리깊이,0.0
93,어휘다양성,0.9091
93,오타율,0.8636
93,수동태사용,0
93,정중체사용,0
93,구어체종결어미,0
93,접속사과다,0
93,의문문사용,0
93,감탄문사용,0
93,POS3gram,NOUN-ADJ-NOUN:2
93,POS3gram,CCONJ-PUNCT-NOUN:1
93,POS3gram,PUNCT-NOUN-NOUN:1
93,의존트리깊이,0.0
94,어휘다양성,1.0
94,오타율,0.9444
94,수동태사용,0
94,정중체사용,0
94,구어체종결어미,0
94,접속사과다,0
94,의문문사용,0
94,감탄문사용,0
94,POS3gram,NOUN-NOUN-NOUN:3
94,POS3gram,NOUN-NUM-NOUN:1
94,POS3gram,NUM-NOUN-NOUN:1
94,의존트리깊이,0.0
95,어휘다양성,1.0
95,오타율,1.0
95,수동태사용,0
95,정중체사용,0
95,구어체종결어미,0
95,접속사과다,0
95,의문문사용,0
95,감탄문사용,0
95,POS3gram,NOUN-ADV-NOUN:1
95,POS3gram,ADV-NOUN-NOUN:1
95,POS3gram,NOUN-NOUN-ADV:1
95,의존트리깊이,0.0
96,어휘다양성,0.8636
96,오타율,0.8182
96,수동태사용,0
96,정중체사용,0
96,구어체종결어미,0
96,접속사과다,0
96,의문문사용,0
96,감탄문사용,0
96,POS3gram,VERB-NOUN-VERB:3
96,POS3gram,NOUN-ADV-VERB:2
96,POS3gram,ADV-VERB-NOUN:2
96,의존트리깊이,0.0
97,어휘다양성,1.0
97,오타율,1.0
97,수동태사용,0
97,정중체사용,0
97,구어체종결어미,0
97,접속사과다,0
97,의문문사용,0
97,감탄문사용,0
97,POS3gram,NOUN-NOUN-VERB:1
97,POS3gram,NOUN-VERB-NOUN:1
97,POS3gram,VERB-NOUN-NOUN:1
97,의존트리깊이,0.0
98,어휘다양성,0.9524
98,오타율,0.9048
98,수동태사용,0
98,정중체사용,0
98,구어체종결어미,0
98,접속사과다,1
98,의문문사용,0
98,감탄문사용,0
98,POS3gram,NOUN-NOUN-NOUN:3
98,POS3gram,NOUN-NOUN-VERB:3
98,POS3gram,NOUN-VERB-NOUN:3
98,의존트리깊이,0.0
99,어휘다양성,0.9412
99,오타율,0.8824
99,수동태사용,0
99,정중체사용,0
99,구어체종결어미,0
99,접속사과다,0
99,의문문사용,0
99,감탄문사용,0
99,POS3gram,NOUN-NOUN-NOUN:3
99,POS3gram,NOUN-NOUN-SCONJ:2
99,POS3gram,NOUN-NOUN-VERB:1
99,의존트리깊이,0.0
100,어휘다양성,0.9231
100,오타율,0.8846
100,수동태사용,0
100,정중체사용,0
100,구어체종결어미,0
100,접속사과다,0
100,의문문사용,0
100,감탄문사용,0
100,POS3gram,ADV-VERB-NOUN:2
100,POS3gram,ADV-ADV-VERB:1
100,POS3gram,VERB-NOUN-VERB:1
100,의존트리깊이,0.0
101,어휘다양성,1.0
101,오타율,0.9524
101,수동태사용,0
101,정중체사용,0
101,구어체종결어미,0
101,접속사과다,0
101,의문문사용,0
101,감탄문사용,0
101,POS3gram,NOUN-NOUN-SCONJ:2
101,POS3gram,NOUN-ADV-VERB:1
101,POS3gram,ADV-VERB-AUX:1
101,의존트리깊이,0.0
102,어휘다양성,0.9412
102,오타율,0.8824
102,수동태사용,0
102,정중체사용,0
102,구어체종결어미,0
102,접속사과다,0
102,의문문사용,0
102,감탄문사용,0
102,POS3gram,NOUN-NOUN-ADV:3
102,POS3gram,NOUN-ADV-ADV:1
102,POS3gram,ADV-ADV-VERB:1
102,의존트리깊이,0.0
103,어휘다양성,1.0
103,오타율,1.0
103,수동태사용,0
103,정중체사용,0
103,구어체종결어미,0
103,접속사과다,0
103,의문문사용,0
103,감탄문사용,0
103,POS3gram,NOUN-NOUN-ADV:1
103,POS3gram,NOUN-ADV-VERB:1
103,POS3gram,ADV-VERB-ADV:1
103,의존트리깊이,0.0
104,어휘다양성,0.9444
104,오타율,0.8889
104,수동태사용,0
104,정중체사용,0
104,구어체종결어미,0
104,접속사과다,0
104,의문문사용,0
104,감탄문사용,0
104,POS3gram,VERB-NOUN-NOUN:2
104,POS3gram,NOUN-VERB-ADV:1
104,POS3gram,VERB-ADV-VERB:1
104,의존트리깊이,0.0
105,어휘다양성,1.0
105,오타율,0.4
105,수동태사용,0
105,정중체사용,0
105,구어체종결어미,0
105,접속사과다,0
105,의문문사용,0
105,감탄문사용,0
105,POS3gram,X-X-PUNCT:1
105,POS3gram,X-PUNCT-NUM:1
105,POS3gram,PUNCT-NUM-PUNCT:1
105,의존트리깊이,0.0
106,어휘다양성,1.0
106,오타율,0.2667
106,수동태사용,0
106,정중체사용,0
106,구어체종결어미,0
106,접속사과다,0
106,의문문사용,0
106,감탄문사용,0
106,POS3gram,X-X-X:5
106,POS3gram,PROPN-X-X:1
106,POS3gram,X-X-NOUN:1
106,의존트리깊이,0.0
107,어휘다양성,1.0
107,오타율,0.0
107,수동태사용,0
107,정중체사용,0
107,구어체종결어미,0
107,접속사과다,0
107,의문문사용,0
107,감탄문사용,0
107,POS3gram,PROPN-X-ADJ:1
107,POS3gram,X-ADJ-PUNCT:1
107,POS3gram,ADJ-PUNCT-PUNCT:1
107,의존트리깊이,0.0
108,어휘다양성,1.0
108,오타율,0.0
108,수동태사용,0
108,정중체사용,0
108,구어체종결어미,0
108,접속사과다,0
108,의문문사용,0
108,감탄문사용,0
108,POS3gram,CCONJ-PROPN-X:1
108,의존트리깊이,0.0
109,어휘다양성,1.0
109,오타율,1.0
109,수동태사용,0
109,정중체사용,0
109,구어체종결어미,0
109,접속사과다,0
109,의문문사용,0
109,감탄문사용,0
109,POS3gram,NOUN-PROPN-NOUN:1
109,POS3gram,PROPN-NOUN-ADJ:1
109,POS3gram,NOUN-ADJ-PART:1
109,의존트리깊이,0.0
110,어휘다양성,0.9167
110,오타율,0.4167
110,수동태사용,0
110,정중체사용,0
110,구어체종결어미,0
110,접속사과다,0
110,의문문사용,0
110,감탄문사용,0
110,POS3gram,NOUN-NOUN-NOUN:1
110,POS3gram,NOUN-NOUN-PUNCT:1
110,POS3gram,NOUN-PUNCT-PROPN:1
110,의존트리깊이,0.0
111,어휘다양성,1.0
111,오타율,1.0
111,수동태사용,0
111,정중체사용,0
111,구어체종결어미,0
111,접속사과다,0
111,의문문사용,0
111,감탄문사용,0
111,POS3gram,NOUN-NOUN-NUM:1
111,POS3gram,NOUN-NUM-VERB:1
111,의존트리깊이,0.0
112,어휘다양성,1.0
112,오타율,0.6
112,수동태사용,0
112,정중체사용,0
112,구어체종결어미,0
112,접속사과다,0
112,의문문사용,0
112,감탄문사용,0
112,POS3gram,NOUN-PUNCT-NOUN:1
112,POS3gram,PUNCT-NOUN-NOUN:1
112,POS3gram,NOUN-NOUN-PUNCT:1
112,의존트리깊이,0.0
113,어휘다양성,1.0
113,오타율,0.8
113,수동태사용,0
113,정중체사용,0
113,구어체종결어미,0
113,접속사과다,0
113,의문문사용,0
113,감탄문사용,0
113,POS3gram,NOUN-NOUN-NOUN:1
113,POS3gram,NOUN-NOUN-PUNCT:1
113,POS3gram,NOUN-PUNCT-NOUN:1
113,의존트리깊이,0.0
114,어휘다양성,1.0
114,오타율,0.3636
114,수동태사용,0
114,정중체사용,0
114,구어체종결어미,0
114,접속사과다,0
114,의문문사용,0
114,감탄문사용,0
114,POS3gram,NOUN-PROPN-NOUN:1
114,POS3gram,PROPN-NOUN-PUNCT:1
114,POS3gram,NOUN-PUNCT-PROPN:1
114,의존트리깊이,0.0
115,어휘다양성,1.0
115,오타율,0.6
115,수동태사용,0
115,정중체사용,0
115,구어체종결어미,0
115,접속사과다,0
115,의문문사용,0
115,감탄문사용,0
115,POS3gram,NOUN-PUNCT-NOUN:1
115,POS3gram,PUNCT-NOUN-NOUN:1
115,POS3gram,NOUN-NOUN-PUNCT:1
115,의존트리깊이,0.0
116,어휘다양성,1.0
116,오타율,1.0
116,수동태사용,0
116,정중체사용,0
116,구어체종결어미,0
116,접속사과다,0
116,의문문사용,0
116,감탄문사용,0
116,POS3gram,NOUN-NOUN-NOUN:1
116,POS3gram,NOUN-NOUN-ADV:1
116,의존트리깊이,0.0
117,어휘다양성,1.0
117,오타율,0.3636
117,수동태사용,0
117,정중체사용,0
117,구어체종결어미,0
117,접속사과다,0
117,의문문사용,0
117,감탄문사용,0
117,POS3gram,NOUN-PROPN-NOUN:1
117,POS3gram,PROPN-NOUN-PUNCT:1
117,POS3gram,NOUN-PUNCT-PROPN:1
117,의존트리깊이,0.0
118,어휘다양성,1.0
118,오타율,0.6
118,수동태사용,0
118,정중체사용,0
118,구어체종결어미,0
118,접속사과다,0
118,의문문사용,0
118,감탄문사용,0
118,POS3gram,PROPN-PUNCT-NOUN:1
118,POS3gram,PUNCT-NOUN-NOUN:1
118,POS3gram,NOUN-NOUN-PUNCT:1
118,의존트리깊이,0.0
119,어휘다양성,1.0
119,오타율,1.0
119,수동태사용,0
119,정중체사용,0
119,구어체종결어미,0
119,접속사과다,0
119,의문문사용,0
119,감탄문사용,0
119,POS3gram,NOUN-NOUN-NOUN:3
119,POS3gram,NOUN-NOUN-ADV:1
119,POS3gram,NOUN-ADV-SCONJ:1
119,의존트리깊이,0.0
120,어휘다양성,1.0
120,오타율,0.3636
120,수동태사용,0
120,정중체사용,0
120,구어체종결어미,0
120,접속사과다,0
120,의문문사용,0
120,감탄문사용,0
120,POS3gram,NOUN-PROPN-NOUN:1
120,POS3gram,PROPN-NOUN-PUNCT:1
120,POS3gram,NOUN-PUNCT-PROPN:1
120,의존트리깊이,0.0
121,어휘다양성,1.0
121,오타율,0.0
121,수동태사용,0
121,정중체사용,0
121,구어체종결어미,0
121,접속사과다,0
121,의문문사용,0
121,감탄문사용,0
121,POS3gram,X-PUNCT-X:1
121,POS3gram,PUNCT-X-X:1
121,의존트리깊이,0.0
122,어휘다양성,1.0
122,오타율,0.6
122,수동태사용,0
122,정중체사용,0
122,구어체종결어미,0
122,접속사과다,0
122,의문문사용,0
122,감탄문사용,0
122,POS3gram,PUNCT-NOUN-NOUN:1
122,POS3gram,NOUN-NOUN-NOUN:1
122,POS3gram,NOUN-NOUN-PUNCT:1
122,의존트리깊이,0.0
123,어휘다양성,1.0
123,오타율,0.5
123,수동태사용,0
123,정중체사용,0
123,구어체종결어미,0
123,접속사과다,0
123,의문문사용,0
123,감탄문사용,0
123,POS3gram,NOUN-X-X:1
123,POS3gram,X-X-ADV:1
123,의존트리깊이,0.0
124,어휘다양성,1.0
124,오타율,0.3333
124,수동태사용,0
124,정중체사용,0
124,구어체종결어미,0
124,접속사과다,0
124,의문문사용,0
124,감탄문사용,0
124,POS3gram,X-X-X:2
124,POS3gram,PROPN-X-X:1
124,POS3gram,X-X-PROPN:1
124,의존트리깊이,0.0
125,어휘다양성,1.0
125,오타율,1.0
125,수동태사용,0
125,정중체사용,0
125,구어체종결어미,0
125,접속사과다,0
125,의문문사용,0
125,감탄문사용,0
125,의존트리깊이,0.0
126,어휘다양성,1.0
126,오타율,0.6
126,수동태사용,0
126,정중체사용,0
126,구어체종결어미,0
126,접속사과다,0
126,의문문사용,0
126,감탄문사용,0
126,POS3gram,PROPN-PUNCT-NOUN:1
126,POS3gram,PUNCT-NOUN-NOUN:1
126,POS3gram,NOUN-NOUN-PUNCT:1
126,의존트리깊이,0.0
127,어휘다양성,1.0
127,오타율,1.0
127,수동태사용,0
127,정중체사용,0
127,구어체종결어미,0
127,접속사과다,0
127,의문문사용,0
127,감탄문사용,0
127,POS3gram,NOUN-NOUN-ADV:2
127,POS3gram,NOUN-ADV-VERB:1
127,POS3gram,ADV-VERB-NOUN:1
127,의존트리깊이,0.0
128,어휘다양성,0.8
128,오타율,0.4
128,수동태사용,0
128,정중체사용,0
128,구어체종결어미,0
128,접속사과다,0
128,의문문사용,0
128,감탄문사용,0
128,POS3gram,PUNCT-NUM-PUNCT:2
128,POS3gram,ADV-SCONJ-NOUN:1
128,POS3gram,SCONJ-NOUN-PUNCT:1
128,의존트리깊이,0.0
129,어휘다양성,1.0
129,오타율,0.6
129,수동태사용,0
129,정중체사용,0
129,구어체종결어미,0
129,접속사과다,0
129,의문문사용,0
129,감탄문사용,0
129,POS3gram,PROPN-PUNCT-NOUN:1
129,POS3gram,PUNCT-NOUN-NOUN:1
129,POS3gram,NOUN-NOUN-PUNCT:1
129,의존트리깊이,0.0
130,어휘다양성,1.0
130,오타율,1.0
130,수동태사용,0
130,정중체사용,0
130,구어체종결어미,0
130,접속사과다,0
130,의문문사용,0
130,감탄문사용,0
130,POS3gram,NOUN-ADV-PROPN:1
130,POS3gram,ADV-PROPN-ADV:1
130,의존트리깊이,0.0
131,어휘다양성,1.0
131,오타율,0.5714
131,수동태사용,0
131,정중체사용,0
131,구어체종결어미,0
131,접속사과다,0
131,의문문사용,0
131,감탄문사용,0
131,POS3gram,ADV-SCONJ-NOUN:1
131,POS3gram,SCONJ-NOUN-PUNCT:1
131,POS3gram,NOUN-PUNCT-NOUN:1
131,의존트리깊이,0.0
132,어휘다양성,1.0
132,오타율,1.0
132,수동태사용,0
132,정중체사용,0
132,구어체종결어미,0
132,접속사과다,0
132,의문문사용,0
132,감탄문사용,0
132,POS3gram,ADV-NOUN-NOUN:1
132,POS3gram,NOUN-NOUN-NOUN:1
132,POS3gram,NOUN-NOUN-ADJ:1
132,의존트리깊이,0.0
133,어휘다양성,1.0
133,오타율,0.875
133,수동태사용,0
133,정중체사용,0
133,구어체종결어미,0
133,접속사과다,0
133,의문문사용,0
133,감탄문사용,0
133,POS3gram,NOUN-NOUN-NOUN:3
133,POS3gram,CCONJ-NOUN-NOUN:1
133,POS3gram,NOUN-NOUN-ADJ:1
133,의존트리깊이,0.0
